
SERVER_NAME   ,OWNER               ,OBJECT_NAME                                       ,OBJECT_TYPE         ,LAST_DDL_TIME                           ,STATUS                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
ORCL          ,SYS                 ,HS$_INST_INIT_S                                   ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,HS_BULK_SEQ                                       ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,AQ$_AQ$_MEM_MC_N                                  ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,AQ$_AQ_PROP_TABLE_N                               ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,AQ$_SYS$SERVICE_METRICS_TAB_N                     ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,DBSNMP              ,MGMT_RESPONSE_CAPTURE_ID                          ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,DBSNMP              ,MGMT_RESPONSE_SNAPSHOT_ID                         ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,XDB                 ,STATEID_RESTART_SEQUENCE                          ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,XDB                 ,CLIENTID_SEQUENCE                                 ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,XDB                 ,XDB$PROPNUM_SEQ                                   ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,XDB                 ,XDB$NAMESUFF_SEQ                                  ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,XDB                 ,XDB$TYPEID_SEQ                                    ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,GSMADMIN_INTERNAL   ,REGION_SEQUENCE                                   ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,GSMADMIN_INTERNAL   ,GSM_SEQUENCE                                      ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,GSMADMIN_INTERNAL   ,VERIFY_RUN_NUMBER                                 ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,GSMADMIN_INTERNAL   ,AQ$_CHANGE_LOG_QUEUE_TABLE_N                      ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,CTXSYS              ,DR_ID_SEQ                                         ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,CTXSYS              ,MESG_ID_SEQ                                       ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,CTXSYS              ,THS_SEQ                                           ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,PLSQL_TRACE_RUNNUMBER                             ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,UTL_RECOMP_SEQ                                    ,SEQUENCE            ,26/04/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,WRM$_DEEP_PURGE_INTERVAL                          ,SEQUENCE            ,26/04/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,MERCADOGOV          ,SQ_DIM_CB_0_EVENTO                                ,SEQUENCE            ,26/04/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,MERCADOGOV          ,SQ_DIM_CB_0_LOCALIZACAO                           ,SEQUENCE            ,26/04/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,MERCADOGOV          ,SQ_DIM_CB_0_BANCO_OD                              ,SEQUENCE            ,26/04/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,MERCADOGOV          ,SQ_DIM_CB_0_CARGO                                 ,SEQUENCE            ,12/05/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,MERCADOGOV          ,SQ_DIM_2RL_0_REMUNERACAO                          ,SEQUENCE            ,21/06/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,MERCADOGOV          ,SQ_DIM_CNF_GERAL                                  ,SEQUENCE            ,10/07/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,MERCADOGOV          ,SQ_DIM_ADPF_0_ORGAO                               ,SEQUENCE            ,10/07/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,MERCADOGOV          ,SQ_DIM_ADPF_0_DESPESA                             ,SEQUENCE            ,10/07/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,MERCADOGOV          ,SQ_DIM_ADPF_0_FUNCAO                              ,SEQUENCE            ,10/07/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,MERCADOGOV          ,SQ_DIM_ADPF_0_PROGRAMA                            ,SEQUENCE            ,10/07/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,MERCADOGOV          ,SQ_DIM_ADPF_0_FAVORECIDO                          ,SEQUENCE            ,10/07/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,MERCADOGOV          ,SQ_DIM_CB_0_CIDADAO                               ,SEQUENCE            ,29/05/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,MERCADOGOV          ,SQ_DIM_UP_PRODUTO                                 ,SEQUENCE            ,24/07/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,MERCADOGOV          ,SQ_DIM_2RL_0_META                                 ,SEQUENCE            ,29/06/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,MERCADOGOV          ,SQ_DIM_2RL_0_CLIENTE                              ,SEQUENCE            ,02/06/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,MERCADOGOV          ,SQ_DIM_CB_0_CANDIDATO                             ,SEQUENCE            ,29/05/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,MERCADOGOV          ,SQ_DIM_CB_0_PARTIDO                               ,SEQUENCE            ,12/05/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,MERCADOGOV          ,SQ_DIM_2RL_0_SEGMENTACAO                          ,SEQUENCE            ,24/05/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,MERCADOGOV          ,SQ_DIM_2RL_0_PARCEIRO                             ,SEQUENCE            ,24/05/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,MERCADOGOV          ,SQ_DIM_2RL_0_GRUPO_COMISSAO                       ,SEQUENCE            ,24/05/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,MERCADOGOV          ,SQ_DIM_2RL_0_SERVICO                              ,SEQUENCE            ,24/05/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,MERCADOGOV          ,SQ_DIM_BRF_0_PRODUTO                              ,SEQUENCE            ,02/08/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,MERCADOGOV          ,SQ_DIM_BRF_0_STATUS                               ,SEQUENCE            ,02/08/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,MERCADOGOV          ,SQ_DIM_2RL_0_PONTUACAO                            ,SEQUENCE            ,22/06/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,MERCADOGOV          ,SQ_FAT_2RL_0_PREV_FINANCA                         ,SEQUENCE            ,27/06/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,MERCADOGOV          ,SQ_DIM_BRF_0_ORGAO                                ,SEQUENCE            ,31/07/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,MERCADOGOV          ,SQ_DIM_BRF_0_EMPRESA                              ,SEQUENCE            ,31/07/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,MERCADOGOV          ,SQ_DIM_FNE_0_PLANO_FUNCEF                         ,SEQUENCE            ,05/09/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
