
SERVER_NAME   ,OWNER               ,OBJECT_NAME                                       ,OBJECT_TYPE         ,LAST_DDL_TIME                           ,STATUS                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
ORCL          ,SYS                 ,ILM_SEQ$                                          ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,ILM_EXECUTIONID                                   ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,WRI$_EMX_FILE_ID_SEQ                              ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,WRI$_REPT_COMP_ID_SEQ                             ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,WRI$_REPT_REPT_ID_SEQ                             ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,WRI$_REPT_FORMAT_ID_SEQ                           ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,WRP$_REPORT_ID_SEQ                                ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,ORA_PLAN_ID_SEQ$                                  ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,TSDP_SENSITIVE$SEQUENCE                           ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,TSDP_SOURCE$SEQUENCE                              ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,TSDP_TYPE$SEQUENCE                                ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,TSDP_POLICY$SEQUENCE                              ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,TSDP_SUBPOL$SEQUENCE                              ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,TSDP_ASSOCIATION$SEQUENCE                         ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,TSDP_PROTECTION$SEQUENCE                          ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,TSDP_POLNAME$SEQUENCE                             ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,AQ$_TRANS_SEQUENCE                                ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,CHNF$_QUERYID_SEQ                                 ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,CHNF$_CLAUSEID_SEQ                                ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,SSCR_CAP_SEQ$                                     ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,INVALIDATION_REG_ID$                              ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,AQ$_PROPAGATION_SEQUENCE                          ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,AQ$_CHAINSEQ                                      ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,AQ$_IOTENQTXID                                    ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,AQ$_RULE_SET_SEQUENCE                             ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,AQ$_RULE_SEQUENCE                                 ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,AQ$_PUBLISHER_SEQUENCE                            ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,AQ$_NONDURSUB_SEQUENCE                            ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,WRI$_ADV_SEQ_TASK                                 ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,WRI$_ADV_SEQ_EXEC                                 ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,WRI$_ADV_SEQ_DIR                                  ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,WRI$_ADV_SEQ_DIR_INST                             ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,WRI$_ADV_SEQ_JOURNAL                              ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,WRI$_ADV_SEQ_MSGGROUP                             ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,WRI$_ADV_SQLT_PLAN_SEQ                            ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,SCHEDULER$_LWJOB_OID_SEQ                          ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,SCHEDULER$_INSTANCE_S                             ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,SCHEDULER$_RDB_SEQ                                ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,SCHEDULER$_EVTSEQ                                 ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,SCHEDULER$_JOBSUFFIX_S                            ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,WRI$_ALERT_SEQUENCE                               ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,WRI$_ALERT_THRSLOG_SEQUENCE                       ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,WRI$_SQLSET_ID_SEQ                                ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,WRI$_SQLSET_REF_ID_SEQ                            ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,WRI$_SQLSET_STMT_ID_SEQ                           ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,WRI$_SQLSET_WORKSPACE_PLAN_SEQ                    ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,WRR$_CAPTURE_ID                                   ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,WRR$_REPLAY_ID                                    ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,WI$_JOB_ID                                        ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ORCL          ,SYS                 ,WRI$_ADV_SEQ_SQLW_QUERY                           ,SEQUENCE            ,22/02/17                                ,VALID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
